01-01-2010	102	32
02-01-2010	101.6236051	32.00103198
03-01-2010	101.8114084	32.01342539
04-01-2010	102.2160747	32.01542069
05-01-2010	102.3194535	32.00070374
06-01-2010	102.7434191	31.9881311
07-01-2010	103.1680151	32.00409261
08-01-2010	103.2859184	32.02609519
09-01-2010	103.2264913	32.02620145
10-01-2010	103.0005697	32.00341076
11-01-2010	102.81767	32.01228407
12-01-2010	103.2097659	32.0316634
13-01-2010	103.602658	32.02034613
14-01-2010	104.0102347	32.04333991
15-01-2010	103.7263019	32.05861057
16-01-2010	104.1735427	32.06727084
17-01-2010	104.1236268	32.08587526
18-01-2010	104.2322493	32.07496791
19-01-2010	103.8189549	32.05705886
20-01-2010	103.4654258	32.05458937
21-01-2010	103.2954279	32.04056818
22-01-2010	103.550781	32.06498062
23-01-2010	103.8568481	32.0641772
24-01-2010	103.9317972	32.07735745
25-01-2010	104.0343057	32.08926315
26-01-2010	103.6339886	32.09076142
27-01-2010	103.5324321	32.07559478
28-01-2010	103.54659	32.06608688
29-01-2010	103.455335	32.04157658
30-01-2010	103.017653	32.03553857
31-01-2010	102.9247307	32.01970822
01-02-2010	103.2339938	32.03186601
02-02-2010	103.3702257	32.03443695
03-02-2010	103.2631158	32.05585538
04-02-2010	103.529656	32.07250158
05-02-2010	103.2320821	32.08743821
06-02-2010	102.788232	32.08441768
07-02-2010	102.6622562	32.09445828
08-02-2010	102.3447365	32.08749095
09-02-2010	102.1406147	32.06541322
10-02-2010	102.5833541	32.08147085
11-02-2010	102.2554762	32.09495437
12-02-2010	102.0097513	32.11954726
13-02-2010	102.3648581	32.12321102
14-02-2010	102.7116522	32.14650667
15-02-2010	102.9198955	32.15443236
16-02-2010	102.9232514	32.17272643
17-02-2010	102.7225853	32.17918363
18-02-2010	102.8210806	32.19457089
19-02-2010	102.6434488	32.20380967
20-02-2010	102.2931021	32.18623061
21-02-2010	102.2244512	32.20504983
22-02-2010	102.6465615	32.21547377
23-02-2010	102.3904921	32.20875674
24-02-2010	102.4705022	32.20520004
25-02-2010	102.7628649	32.19393783
26-02-2010	103.2046366	32.18764923
27-02-2010	103.5736594	32.17127405
28-02-2010	103.3065782	32.16994641
01-03-2010	102.9980075	32.17834431
02-03-2010	103.009462	32.1565187
03-03-2010	103.4308924	32.14794729
04-03-2010	103.1258264	32.15178976
05-03-2010	102.7852411	32.1587933
06-03-2010	102.5492689	32.15556855
07-03-2010	102.912052	32.13585121
08-03-2010	103.1625899	32.12964243
